Branch,total_revenue,avg_transaction_val,avg_profit_margin,avg_rating,total_quantity,share_electronic_accessories,share_fashion_accessories,share_food_and_beverages,share_health_and_beauty,share_home_and_lifestyle,share_sports_and_travel,cluster
WALM075,22124.51,117.68356382978723,0.33,5.076063829787234,429.0,0.11797775408359325,0.39047870438712534,0.03442381322795397,0.04317971335862353,0.36262950004316474,0.051310514899539014,1
WALM076,8163.21,110.31364864864865,0.33,6.812162162162163,163.0,0.06844121368922274,0.49167055606801735,0.05878814828970466,0.0,0.3811000819530552,0.0,3
WALM077,6926.94,106.56830769230768,0.33,6.569230769230769,157.0,0.10979306880094239,0.5334808732282941,0.0,0.0760335732661175,0.27504496935154626,0.005647515353099636,3
WALM078,10504.71,134.67576923076922,0.33,6.1551282051282055,203.0,0.0,0.3901278569327473,0.07604208017165633,0.0202242613075468,0.4429175103358398,0.07068829125220971,0
WALM079,9027.47,138.88415384615382,0.33,6.2615384615384615,162.0,0.0,0.46662686223271854,0.0,0.030803757863498853,0.34569597018876824,0.15687340971501426,2
WALM080,10174.64,135.66186666666667,0.33,6.397333333333333,174.0,0.01524181690949262,0.4148687324563818,0.20367501946014802,0.0,0.34013979855798343,0.02607463261599428,0
WALM081,8188.97,120.42602941176472,0.33,6.366176470588235,162.0,0.03467102700339603,0.38475901120653755,0.180271755788579,0.09098335932357793,0.3001598491629594,0.009154997514949987,0
WALM082,20796.37,111.80844086021504,0.33,5.1860215053763445,414.0,0.07769817521038527,0.42004253626955085,0.0,0.004390189249373808,0.4729676381022264,0.02490146116846353,1
WALM083,9953.53,138.24347222222224,0.33,6.215277777777778,184.0,0.1584473046245905,0.4141606043283137,0.0519072128179651,0.0,0.37548487822913085,0.0,3
WALM084,23095.43,112.66063414634147,0.33,5.319512195121951,451.0,0.03979142193931873,0.4202389823441261,0.0,0.02966690812857782,0.4923380945927398,0.017964592995237585,1
WALM085,9439.27,125.85693333333334,0.33,6.545333333333333,184.0,0.00418252682675673,0.3856961396379169,0.015550990701611457,0.043417552416659344,0.3605448302675948,0.19060796014946071,2
WALM086,19598.92,110.7283615819209,0.33,5.18361581920904,397.0,0.09173923869274431,0.4205333763288998,0.08887734630275547,0.013286446396025903,0.36898869937731266,0.016574892902261964,1
WALM087,20576.98,107.17177083333333,0.33,5.251041666666667,409.0,0.09800174758395061,0.3322188192825187,0.0,0.07742001012782244,0.47849490061223754,0.01386452239347076,1
WALM088,11780.27,149.11734177215192,0.33,6.468354430379747,204.0,0.17948739714794312,0.377050780669713,0.0,0.12404893945554728,0.2462609091302661,0.07315197359653047,0
WALM089,21267.06,116.85197802197803,0.33,5.3087912087912095,418.0,0.05663030056810862,0.42130882218792814,0.04820036243843765,0.0,0.42813205022226863,0.04572846458325692,1
WALM090,9562.44,125.82157894736842,0.33,6.492105263157894,190.0,0.0,0.30651172713240554,0.1716465671941471,0.0,0.4016757229326406,0.12016598274080673,0
WALM091,9142.55,120.29671052631578,0.33,5.919736842105263,176.0,0.09183980399341542,0.4364602873377778,0.057513494593959026,0.0,0.4053573674740636,0.008829046600784245,3
WALM092,5038.9,98.80196078431372,0.33,6.527450980392157,121.0,0.0,0.392744448193058,0.0,0.08301414991367163,0.4021552322927623,0.12208616960050804,2
WALM093,8399.01,125.35835820895522,0.33,6.361194029850746,183.0,0.06588276475441748,0.31855659178879414,0.058224719341922436,0.041140562994924405,0.41522989018943895,0.10096547093050252,0
WALM094,7531.35,110.75514705882354,0.33,6.595588235294118,164.0,0.0,0.3279744003399125,0.04508753410743094,0.056570203217218694,0.46550220080065324,0.10486566153478459,2
WALM095,13497.65,162.6222891566265,0.33,6.449397590361445,235.0,0.08319744548125044,0.3266657529273614,0.0,0.17208032509362742,0.3237096827966349,0.09434679370112574,0
WALM096,11256.17,142.48316455696204,0.21797468354430377,6.201265822784809,203.0,0.013028410196363418,0.45065950496483265,0.08811700605090364,0.01716036627023224,0.4227388179105327,0.008295894607135465,0
WALM097,7376.91,110.10313432835821,0.18,6.164179104477612,161.0,0.08908336959512858,0.3345574230944935,0.08370442366790432,0.0,0.4294508134164576,0.06320397022601604,0
WALM098,9509.93,146.30661538461538,0.18,6.315384615384615,170.0,0.07014667826156448,0.4044162259869421,0.05693417301704638,0.009756118078681967,0.3567050440960133,0.10204176055975174,0
WALM099,18074.6,109.54303030303029,0.18,5.084242424242424,360.0,0.04051320637801113,0.4337744680380203,0.0,0.0,0.48449426266694706,0.04121806291702168,1
WALM100,8254.34,133.13451612903225,0.18,6.208064516129032,147.0,0.055846984737725855,0.27532667663314087,0.0,0.1655747158464517,0.4429912022039315,0.06026042057875009,0
